sysname	chr	type	start	stop	orientation	genename	RNAseq_Brar_00_EXP	RNAseq_Brar_01_preMeiosis	RNAseq_Brar_02_DNArep	RNAseq_Brar_03_LepZyg	RNAseq_Brar_04_PachDip	RNAseq_Brar_05_Met1	RNAseq_Brar_06_Ana1	RNAseq_Brar_07_Met2	xRNAseq_Brar_08_Ana2	RNAseq_Brar_09_SporeEarly	RNAseq_Brar_10_SporeLate
YGR077C_mRNA	7	mRNA	637744	639513	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	639772	640371	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR078C	7	gene	639772	640371	-	PAC10	58.4	21.5	19.5	26.4	21.6	22.6	7.9	7.7	5.9	15.5	28.7
YGR078C_mRNA	7	mRNA	639772	640371	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	640720	641832	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR079W	7	gene	640720	641832	+	Dubious_ORF	80.3	87	113.4	146.4	182.2	72.7	40.9	63.7	67.4	72.1	275
YGR079W_mRNA	7	mRNA	640720	641832	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	642010	643008	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR080W	7	gene	642010	643008	+	TWF1	40.9	48.7	76.5	70.9	88.2	83.9	83.8	61	49.4	20.5	28.7
YGR080W_mRNA	7	mRNA	642010	643008	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	643148	643780	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR081C	7	gene	643148	643780	-	SLX9	424.5	201.7	137.9	133.8	82.2	43.2	55.7	72.9	106.1	93	189.7
YGR081C_mRNA	7	mRNA	643148	643780	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	644044	644595	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR082W	7	gene	644044	644595	+	TOM20	141.6	70	93.9	75.8	107.6	89.2	36.6	31.1	36.4	118.3	112.9
YGR082W_mRNA	7	mRNA	644044	644595	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	region	644860	646815	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	644860	646815	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR083C	7	gene	644860	646815	-	GCD2	94.4	80	80	65.1	54.8	40.7	21.9	17.9	20.5	39	88.5
YGR083C_mRNA	7	mRNA	644860	646815	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	647123	648142	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR084C	7	gene	647123	648142	-	MRP13	92.8	37.4	54.5	79.3	64.4	55.1	35	21.6	17.7	31.5	52.3
YGR084C_mRNA	7	mRNA	647123	648142	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	648383	648907	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR085C	7	gene	648383	648907	-	RPL11B	3436.8	339.5	279.3	368.5	199	191.1	182.8	64.9	93.8	86.8	560.5
YGR085C_mRNA	7	mRNA	648383	648907	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	649598	650617	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR086C	7	gene	649598	650617	-	PIL1	228.7	707.2	398.1	372.9	438.9	440.2	268.2	269.4	529.2	1231.9	540.7
YGR086C_mRNA	7	mRNA	649598	650617	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	651290	652981	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR087C	7	gene	651290	652981	-	PDC6	0.4	19.1	18.7	13.3	22.4	41.8	64.4	57.2	52	44	208.5
YGR087C_mRNA	7	mRNA	651290	652981	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	654634	656322	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR088W	7	gene	654634	656322	+	CTT1	5.7	14.6	7.6	7	15.1	30.5	72.7	54.7	30.8	78.3	112.2
YGR088W_mRNA	7	mRNA	654634	656322	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	656960	659770	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR089W	7	gene	656960	659770	+	NNF2	34.3	32.2	23.6	32.8	31.6	30.3	21.1	26.1	24	18.4	70.5
YGR089W_mRNA	7	mRNA	656960	659770	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS727	7	ARS	659907	660002	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS727_ARS_consensus_sequence	7	ARS_consensus_sequence	659986	660000	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	661749	661820	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tT%28UGU%29G1	7	tRNA_gene	661749	661820	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	662358	666071	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR090W	7	gene	662358	666071	+	UTP22	74.9	37.8	40.2	30.1	18.7	23.4	15.2	9.4	9.9	19.3	49.6
YGR090W_mRNA	7	mRNA	662358	666071	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	666341	667825	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR091W	7	gene	666341	667825	+	PRP31	44.1	59	76.8	71.8	83.3	60.1	45.1	36.3	19.9	18.7	51.3
YGR091W_mRNA	7	mRNA	666341	667825	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	668189	669907	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR092W	7	gene	668189	669907	+	DBF2	39.8	36	40.9	29.3	36.8	28.3	52.9	62.2	57.5	49.9	41.4
YGR092W_mRNA	7	mRNA	668189	669907	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	670388	671911	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR093W	7	gene	670388	671911	+	DRN1	100.6	46.4	59.5	58.7	51.3	51.3	44.2	44.5	33.5	25.8	68.7
YGR093W_mRNA	7	mRNA	670388	671911	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	672186	675500	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR094W	7	gene	672186	675500	+	VAS1	211.1	100.7	83.8	89.2	71.5	89.7	83.1	60.9	71.5	103.2	111.1
YGR094W_mRNA	7	mRNA	672186	675500	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	675671	676342	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR095C	7	gene	675671	676342	-	RRP46	129.9	116.2	87.2	117.5	89.5	53.5	36.5	34.5	22.9	16.3	265.6
YGR095C_mRNA	7	mRNA	675671	676342	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	676621	677565	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR096W	7	gene	676621	677565	+	TPC1	12.7	10.4	24.8	30.7	22.8	13.5	8.2	5.9	4.4	3.8	16.5
YGR096W_mRNA	7	mRNA	676621	677565	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	678695	682135	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR097W	7	gene	678695	682135	+	ASK10	18.5	35.1	34	35.6	51	66.6	43.3	29.6	27.3	21.5	42.4
YGR097W_mRNA	7	mRNA	678695	682135	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	682566	687458	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR098C	7	gene	682566	687458	-	ESP1	12	6.3	18.6	20.2	29	35.8	43.4	52.8	49.6	32	29.7
YGR098C_mRNA	7	mRNA	682566	687458	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	687899	689965	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR099W	7	gene	687899	689965	+	TEL2	42.2	44.2	111	117.3	113.1	77.5	64.6	56.5	32.8	20.2	47.4
YGR099W_mRNA	7	mRNA	687899	689965	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	690245	693097	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR100W	7	gene	690245	693097	+	MDR1	20.9	56.7	45	49.2	45.9	35.8	25.6	18.8	13.3	14.6	39.5
YGR100W_mRNA	7	mRNA	690245	693097	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	693363	694403	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR101W	7	gene	693363	694403	+	PCP1	62.4	121.2	203.4	145.2	207.4	123.9	61.5	48.1	41.4	47.1	40.7
YGR101W_mRNA	7	mRNA	693363	694403	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	694584	695135	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR102C	7	gene	694584	695135	-	GTF1	33.1	119.8	79.5	62	79.5	43.9	24.2	18.2	25.2	41	102.6
YGR102C_mRNA	7	mRNA	694584	695135	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	695417	697234	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR103W	7	gene	695417	697234	+	NOP7	461.8	432	157.8	212.3	97	69.2	27.1	35.6	17	35.7	235.8
YGR103W_mRNA	7	mRNA	695417	697234	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	697445	698368	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR104C	7	gene	697445	698368	-	SRB5	51.7	40.5	59.6	81	67.8	63.1	40.9	58.1	64.9	43	61.3
YGR104C_mRNA	7	mRNA	697445	698368	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	698599	698832	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR105W	7	gene	698599	698832	+	VMA21	216.1	198.3	349.2	348.6	352.1	283.1	194	165.8	155.7	182.3	161.6
YGR105W_mRNA	7	mRNA	698599	698832	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	698989	699786	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR106C	7	gene	698989	699786	-	VOA1	591	520.8	677.6	590	500.9	341.5	210	157.9	135.9	132.5	297.2
YGR106C_mRNA	7	mRNA	698989	699786	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	700675	700756	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tL%28GAG%29G	7	tRNA_gene	700675	700756	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	700953	700988	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tK%28UUU%29G2	7	tRNA_gene	700953	701048	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	intron	700989	701011	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	701012	701048	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWdelta19	7	long_terminal_repeat	701104	701350	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	702667	703116	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR107W	7	gene	702667	703116	+	Dubious_ORF	2.1	0.9	13.8	24.3	42	44.8	123	77.3	70.4	32	17.9
YGR107W_mRNA	7	mRNA	702667	703116	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	703636	705051	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR108W	7	gene	703636	705051	+	CLB1	110.8	36.2	70.8	78.6	313	296.2	1028.9	956	578.1	225.5	273.4
YGR108W_mRNA	7	mRNA	703636	705051	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	705359	706501	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR109C	7	gene	705359	706501	-	CLB6	29.3	0.4	15.5	12.6	59.7	102.4	235.9	239.4	187.6	52.7	113.4
YGR109C_mRNA	7	mRNA	705359	706501	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	707108	707179	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tC%28GCA%29G	7	tRNA_gene	707108	707179	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWsigma4	7	long_terminal_repeat	707195	707534	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWTy3-1	7	LTR_retrotransposon	707195	712545	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	707610	708459	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	707610	708482	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR109W-A	7	transposable_element_gene	707610	708482	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR109W-B	7	transposable_element_gene	707610	712254	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	plus_1_translational_frameshift	708460	708460	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	708461	712254	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWsigma5	7	long_terminal_repeat	712206	712545	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRCdelta20	7	long_terminal_repeat	713084	713384	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	713709	715046	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR110W	7	gene	713709	715046	+	CLD1	9.3	110.1	98.1	112.3	124.9	116.8	63.2	139.1	157	175.5	122.2
YGR110W_mRNA	7	mRNA	713709	715046	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS728	7	ARS	715312	715377	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS728_ARS_consensus_sequence	7	ARS_consensus_sequence	715315	715329	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	715828	717030	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR111W	7	gene	715828	717030	+	Dubious_ORF	41.7	74.2	93.5	161	182.1	229.2	280.5	227.2	165.6	99.7	148.9
YGR111W_mRNA	7	mRNA	715828	717030	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	717358	718527	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR112W	7	gene	717358	718527	+	SHY1	22.8	30.6	31.8	33	23.4	16	7.7	6.5	6.8	11.8	25.9
YGR112W_mRNA	7	mRNA	717358	718527	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	718893	719924	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR113W	7	gene	718893	719924	+	DAM1	49.3	24	66.4	95.7	68.3	31.5	15	20.4	7.4	25.4	24.6
YGR113W_mRNA	7	mRNA	718893	719924	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	720265	720654	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR114C	7	gene	720265	720654	-	Dubious_ORF	0	0	0	0	0	0	0	0	0	0	0
YGR114C_mRNA	7	mRNA	720265	720654	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	720372	721151	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR115C	7	gene	720372	721151	-	Dubious_ORF	0	0	0	0	0	0	0	0	0	0	0
YGR115C_mRNA	7	mRNA	720372	721151	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	720409	724764	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR116W	7	gene	720409	724764	+	SPT6	53.6	57.6	38	36.6	31	36.4	26	26.7	25.2	65.2	139.1
YGR116W_mRNA	7	mRNA	720409	724764	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	725049	726479	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR117C	7	gene	725049	726479	-	Dubious_ORF	58.5	23.3	54.8	78.9	70.7	51.7	24.5	19.4	10	17.9	40.2
YGR117C_mRNA	7	mRNA	725049	726479	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	726974	727038	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR118W	7	gene	726974	727730	+	RPS23A	5915.2	1263	1136.4	974.9	526.7	538.7	533.7	191.2	228	348	469.6
YGR118W_mRNA	7	mRNA	726974	727730	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	intron	727039	727357	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	727358	727730	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	728046	729671	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR119C	7	gene	728046	729671	-	NUP57	158.3	109.4	96.5	113.5	70.6	56.6	50.4	60.7	45.2	76.1	59.9
YGR119C_mRNA	7	mRNA	728046	729671	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	730033	730821	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR120C	7	gene	730033	730821	-	COG2	64.8	41.5	69.4	74	42.9	34.3	19.6	16.2	6.2	23.5	42.6
YGR120C_mRNA	7	mRNA	730033	730821	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	731137	731210	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tN%28GUU%29G	7	tRNA_gene	731137	731210	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	731449	732927	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR121C	7	gene	731449	732927	-	MEP1	25.7	159.7	133.9	158.6	106	89.3	54.9	41.3	16.3	20.1	102.7
YGR121C_mRNA	7	mRNA	731449	732927	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	733412	733627	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR121W-A	7	gene	733412	733627	+	Dubious_ORF	1.3	7.4	5.2	7.3	4.5	4.9	12.1	7.3	11.1	4.5	6
YGR121W-A_mRNA	7	mRNA	733412	733627	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	733935	735143	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR122W	7	gene	733935	735143	+	Dubious_ORF	22.1	77.8	71.7	58.4	65.7	114.4	232.3	125.1	75.3	33.3	48
YGR122W_mRNA	7	mRNA	733935	735143	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWdelta21	7	long_terminal_repeat	735542	735872	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	735630	735758	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR122C-A	7	gene	735630	735758	-	Dubious_ORF	0.4	2	22.6	22.1	14.5	10.9	0	3.6	3.7	0	1.1
YGR122C-A_mRNA	7	mRNA	735630	735758	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWsigma6	7	long_terminal_repeat	735982	736322	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	736340	736411	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tR%28UCU%29G3	7	tRNA_gene	736340	736411	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	736662	738203	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR123C	7	gene	736662	738203	-	PPT1	148.6	84.5	84.3	97.5	74.3	59.2	27.6	34.3	17.3	20.4	99.6
YGR123C_mRNA	7	mRNA	736662	738203	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	noncoding_exon	739122	739195	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tI%28AAU%29G	7	tRNA_gene	739122	739195	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	739944	741662	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR124W	7	gene	739944	741662	+	ASN2	306.7	358	216.7	177.7	95.9	104.9	108.9	82.7	83.4	95	90.7
YGR124W_mRNA	7	mRNA	739944	741662	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	742325	745435	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR125W	7	gene	742325	745435	+	Dubious_ORF	28.1	80.2	62.3	62.3	43	39.3	24.7	19.2	16.7	28.3	84.6
YGR125W_mRNA	7	mRNA	742325	745435	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	745835	746527	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR126W	7	gene	745835	746527	+	Dubious_ORF	4.2	6.1	5.7	5.4	4.5	4.9	1.9	5	3.4	5.8	5.2
YGR126W_mRNA	7	mRNA	745835	746527	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	746798	747736	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR127W	7	gene	746798	747736	+	Dubious_ORF	9.1	55.9	52.1	65.3	82.1	46	29.7	26.3	20.9	62.9	38.1
YGR127W_mRNA	7	mRNA	746798	747736	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	747950	750091	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR128C	7	gene	747950	750091	-	UTP8	158.6	82.6	53.7	60.1	24.2	10.8	6.8	9.7	4	12.9	103.7
YGR128C_mRNA	7	mRNA	747950	750091	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	750400	751047	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR129W	7	gene	750400	751047	+	SYF2	73	86.4	58.4	87.8	39.2	14.1	7.3	15.9	3.2	19.1	35.9
YGR129W_mRNA	7	mRNA	750400	751047	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	751394	753844	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR130C	7	gene	751394	753844	-	Dubious_ORF	25.7	107.9	64.1	69.9	78.9	66.2	53.7	79.1	111.8	344.9	187.7
YGR130C_mRNA	7	mRNA	751394	753844	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	754726	755250	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR131W	7	gene	754726	755250	+	FHN1	19	40	222.3	182.2	239.4	76	34.4	23.6	13	6.8	38.4
YGR131W_mRNA	7	mRNA	754726	755250	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	755589	756452	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR132C	7	gene	755589	756452	-	PHB1	209.4	391.2	388.2	436.8	411.3	242.5	123.3	85.5	48.9	90.1	201.2
YGR132C_mRNA	7	mRNA	755589	756452	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	756896	757447	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR133W	7	gene	756896	757447	+	PEX4	18.6	32.4	16.9	26.8	19.8	10.9	6.2	7.6	10.7	26.8	36.5
YGR133W_mRNA	7	mRNA	756896	757447	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	757770	761138	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR134W	7	gene	757770	761138	+	CAF130	16.9	19.4	19.5	26.9	24	22.1	14.8	16.6	14.5	16.4	32.5
YGR134W_mRNA	7	mRNA	757770	761138	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	761392	762168	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR135W	7	gene	761392	762168	+	PRE9	349.8	660.9	1273.3	1395.2	1632	1006.1	466.3	317	162.8	122.9	250.9
YGR135W_mRNA	7	mRNA	761392	762168	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	762428	763153	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR136W	7	gene	762428	763153	+	LSB1	99.3	316.4	154.8	209.2	253.9	272.6	247	131.2	104.8	52.2	60.5
YGR136W_mRNA	7	mRNA	762428	763153	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	762888	763262	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR137W	7	gene	762888	763262	+	Dubious_ORF	127.1	412.6	171	294.2	367.3	402.6	314.6	168.9	156.9	115.5	109.9
YGR137W_mRNA	7	mRNA	762888	763262	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	763762	765606	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR138C	7	gene	763762	765606	-	TPO2	25.4	50.4	56	52.1	47.7	40.2	46.8	85.4	153.5	95.8	64.8
YGR138C_mRNA	7	mRNA	763762	765606	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	765726	766064	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR139W	7	gene	765726	766064	+	Dubious_ORF	0.8	0.5	4.2	1.4	3.5	3.9	11.5	12.7	10.1	8.5	12.7
YGR139W_mRNA	7	mRNA	765726	766064	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	767429	770299	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR140W	7	gene	767429	770299	+	CBF2	19	14.3	30.3	32.8	26.3	20.7	15.4	12.7	11.1	9.8	38.6
YGR140W_mRNA	7	mRNA	767429	770299	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	770569	771972	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR141W	7	gene	770569	771972	+	VPS62	22	108.5	99.7	86.6	69.3	45.6	23.3	18.8	12.6	16.6	53.5
YGR141W_mRNA	7	mRNA	770569	771972	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	7	CDS	772454	773686	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGR142W	7	gene	772454	773686	+	BTN2	16.4	728.3	76.1	123.7	177.1	86.5	64.4	42.2	36.6	41.1	224.2
YGR142W_mRNA	7	mRNA	772454	773686	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YGRWdelta22	7	long_terminal_repeat	774040	774162	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
